"f_1110-0"	"Points:0"	"Points:1"	"Points:2"
-1.3999	-0.34108	-0.019623	0
-1.6666	-0.31311	0.059462	0
-0.18811	-0.47112	0.053633	0
-0.30572	-0.45664	-0.03628	0
-1.5408	-0.32646	-0.027214	0
-0.89183	-0.39281	-0.067273	0
-1.3538	-0.34581	0.093191	0
-0.14399	-0.47682	0.029014	0
-0.034385	-0.49172	0.022469	0
-1.2082	-0.36064	0.082228	0
-1.9583	-0.28028	0.040952	0
-1.8995	-0.28717	-0.031228	0
-0.43002	-0.4422	-0.055197	0
-2.1369	-0.25804	0.091956	0
-0.95137	-0.38672	0.055091	0
-1.1089	-0.37071	0.030951	0
-1.6642	-0.31336	-0.057901	0
-0.12977	-0.47866	0.0011184	0
-0.14153	-0.47714	-0.030007	0
-0.92952	-0.38895	0.080113	0
-1.7813	-0.30058	-0.025087	0
-1.8309	-0.29503	-0.048517	0
-0.96403	-0.38542	0.037821	0
-1.9066	-0.28635	0.063459	0
-0.60411	-0.42297	-0.0050812	0
-1.6239	-0.31768	-0.078932	0
-0.18409	-0.47165	-0.047396	0
-0.99655	-0.38211	-0.031068	0
-1.8532	-0.2925	0.050542	0
-1.8306	-0.29504	0.043023	0
-1.4269	-0.3383	-0.03567	0
-0.10298	-0.48224	0.017411	0
-1.7762	-0.30114	-0.056322	0
-0.8692	-0.39514	-0.0066127	0
-2.1412	-0.25748	0.056943	0
-1.2646	-0.35491	0.034178	0
-2.0741	-0.26612	-0.046084	0
-0.49479	-0.43492	0.093281	0
-1.752	-0.30381	-0.083643	0
-2.0536	-0.26869	-0.078508	0
-1.0696	-0.37469	-0.025247	0
-0.028723	-0.49254	-0.033062	0
-1.3032	-0.35098	0.0065463	0
-1.0087	-0.38087	-0.041586	0
-0.27757	-0.46003	0.0077019	0
-1.9826	-0.27738	-0.081031	0
-1.8959	-0.28759	0.09236	0
-1.6725	-0.31246	-0.033214	0
-0.58498	-0.42504	0.069367	0
-1.1825	-0.36324	0.041891	0
-0.10559	-0.48191	-0.055113	0
-0.11761	-0.48029	0.056029	0
-1.682	-0.31145	0.092145	0
-2.1378	-0.25794	0.080796	0
-0.23488	-0.46525	0.093461	0
-0.96332	-0.3855	-0.082015	0
-1.6813	-0.31153	0.08322	0
-1.9187	-0.28495	-0.093581	0
-0.97117	-0.3847	-0.06662	0
-1.1045	-0.37115	-0.084107	0
